file_size,file_entropy,mime_mismatch,filename_length,filename_complexity,special_char_count,is_hidden,is_executable_ext,is_script_ext,is_macro_ext,is_archive_ext,has_double_extension,is_dangerous_extension,suspicious_string_count,suspicious_url_count,suspicious_cmd_count,powershell_indicator,javascript_indicator,vba_macro_indicator,obfuscation_score,encoded_content_indicator,eval_indicator,nested_archive_depth,archive_has_executable,archive_has_script,compression_ratio,non_ascii_ratio,magic_entropy,magic_is_pe,extension_category,label
275646,5.695,0,20,0.05,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0.06,0,0,0,0,0,1.0,0.3307,4.8758,0,media,CLEAN
7242,5.5388,0,33,0.1515,5,0,0,0,1,0,0,0,3,0,1,0,0,1,0.59,0,0,0,0,0,2.08,0.2964,3.265,0,document,SUSPICIOUS
71146,5.3374,0,27,0.0741,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0.13,0,0,0,0,0,1.0,0.0663,2.4327,0,document,CLEAN
2428,6.0564,0,37,0.0541,2,1,0,1,0,0,0,1,2,0,2,1,0,0,0.22,1,1,0,0,0,2.47,0.2474,5.1496,0,script,SUSPICIOUS
507228,5.6447,0,28,0.1071,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01,0,0,0,0,0,1.0,0.1842,2.1722,0,document,CLEAN
651327,4.0456,0,32,0.0312,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0.08,0,0,0,0,0,1.0,0.2796,2.9719,0,document,CLEAN
13656,5.4187,0,12,0.25,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0.09,0,0,0,0,0,1.0,0.1388,3.0136,0,document,CLEAN
1602,4.5039,0,25,0.24,6,0,0,1,0,0,0,1,2,1,1,1,1,0,0.29,1,1,0,0,0,1.56,0.3733,4.9286,0,script,SUSPICIOUS
85455,4.9737,0,19,0.0526,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0.09,0,0,0,0,0,1.0,0.1203,4.9007,0,media,CLEAN
205971,4.523,0,17,0.1176,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04,0,0,0,0,0,1.0,0.0607,2.335,0,document,CLEAN
8974,5.1584,0,17,0.1765,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,1.56,0.0877,3.1225,0,archive,CLEAN
39580,5.5471,0,41,0.0244,1,0,0,0,1,0,0,0,1,3,1,0,0,1,0.59,1,0,0,0,0,3.06,0.5388,3.9613,0,document,SUSPICIOUS
46801,3.9043,0,30,0.0667,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,1.0,0.2865,4.0619,0,document,CLEAN
96563,3.9925,0,28,0.0714,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0.1,0,0,0,0,0,1.43,0.2671,3.9697,0,archive,CLEAN
856,5.4095,0,16,0.1875,3,0,0,0,1,0,0,0,3,2,1,0,0,1,0.51,1,1,0,0,0,1.43,0.5302,3.2058,0,document,SUSPICIOUS
67599,4.511,0,10,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.14,0,0,0,0,0,1.0,0.1814,3.2306,0,document,CLEAN
10215,4.2453,0,12,0.0833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,1.0,0.1766,3.6495,0,document,CLEAN
3164,7.6405,1,51,0.1373,7,0,0,1,0,0,0,1,15,2,1,1,0,1,0.94,0,0,0,0,0,3.81,0.5275,6.7492,1,archive,MALICIOUS
266154,4.1399,0,8,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.01,0,0,0,0,0,1.0,0.2597,3.4488,0,media,CLEAN
275614,4.5017,0,17,0.1765,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0.02,0,0,0,0,0,1.0,0.2927,4.4407,0,document,CLEAN
89266,4.7293,0,35,0.0286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,1.0,0.2807,2.7131,0,document,CLEAN
4293,4.0311,0,35,0.0286,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0.02,0,0,0,0,0,1.0,0.1256,2.0304,0,document,CLEAN
25397,6.8645,1,55,0.1273,7,0,1,0,0,0,0,1,11,2,4,0,0,1,0.71,1,1,0,0,0,2.97,0.5766,5.4051,1,executable,MALICIOUS
19006,6.6358,0,23,0.2609,6,1,0,1,0,0,0,1,10,1,6,0,0,0,0.76,1,0,0,0,0,3.35,0.8489,5.9753,0,archive,MALICIOUS
2277,5.2539,0,24,0.125,3,0,0,0,1,0,0,0,3,2,1,0,1,1,0.58,0,1,0,0,0,1.45,0.5215,3.6133,0,document,SUSPICIOUS
12310,5.9531,0,34,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.06,0,0,0,0,0,1.0,0.1523,4.4876,0,document,CLEAN
6187,7.2904,0,19,0.2105,4,0,0,1,0,0,0,1,3,3,5,1,1,1,0.89,1,0,0,0,0,3.96,0.3766,5.6909,1,archive,MALICIOUS
472262,6.0201,0,24,0.0417,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.12,0,0,0,0,0,1.0,0.2266,3.5014,0,media,CLEAN
2035,4.4659,0,27,0.037,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,2.2,0.2423,3.4119,0,archive,CLEAN
54355,4.8723,0,14,0.2143,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0.11,0,0,0,0,0,1.0,0.1779,4.7809,0,document,CLEAN
4319,4.4774,0,24,0.0833,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,1.0,0.0597,3.6288,0,document,CLEAN
316740,6.1707,0,10,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,1.0,0.2306,3.6837,0,image,CLEAN
8340,5.1163,0,26,0.0385,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.06,0,0,0,0,0,1.73,0.3465,2.4445,0,archive,CLEAN
168355,5.2169,0,35,0.0286,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,1.0,0.0611,3.0762,0,document,CLEAN
49678,3.6116,0,10,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,1.0,0.2842,2.989,0,document,CLEAN
6813,2.9555,0,22,0.0909,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0.07,0,0,0,0,0,1.0,0.1699,2.3655,0,document,CLEAN
1024,6.8817,1,25,0.2,5,0,0,0,0,0,0,1,9,2,6,1,1,0,0.89,1,0,0,0,0,4.06,0.758,5.737,0,archive,MALICIOUS
13853,7.4425,0,55,0.0364,2,0,0,1,0,0,0,1,11,4,1,0,0,0,0.84,1,0,0,0,0,2.24,0.4979,5.4931,1,archive,MALICIOUS
830919,3.7398,0,27,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.12,0,0,0,0,0,1.0,0.2675,2.1313,0,document,CLEAN
20282,4.6785,0,32,0.0312,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0.12,0,0,0,0,0,1.0,0.203,3.9332,0,document,CLEAN
46762,5.4346,0,35,0.0286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,1.0,0.2571,3.8468,0,document,CLEAN
750353,7.243,1,30,0.1667,5,1,1,0,0,0,1,1,13,2,6,1,1,0,0.55,1,0,0,0,0,2.7,0.4647,5.1891,1,executable,MALICIOUS
2949,5.2304,0,15,0.3333,5,0,0,1,0,0,0,1,2,2,2,0,1,0,0.58,1,1,0,0,0,3.34,0.3195,3.795,0,script,SUSPICIOUS
42721,6.0309,0,45,0.0889,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0.2,0,1,0,0,0,1.87,0.5001,3.92,0,script,SUSPICIOUS
6923,6.425,0,16,0.1875,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0.09,0,0,0,0,0,1.0,0.2864,4.6364,0,document,CLEAN
147858,5.7424,0,15,0.2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0.09,0,0,0,0,0,1.0,0.2724,4.2846,0,document,CLEAN
22231,5.4171,0,24,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,1.0,0.0755,2.9619,0,document,CLEAN
37505,5.3899,0,16,0.125,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,2.13,0.0893,2.6295,0,archive,CLEAN
20199,4.8813,0,27,0.0741,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0.06,0,0,0,0,0,1.0,0.2882,4.277,0,document,CLEAN
19794,5.4495,0,43,0.1163,5,0,0,1,0,0,0,1,2,3,2,1,0,0,0.2,0,0,0,0,0,2.93,0.3708,5.9698,0,script,SUSPICIOUS
40468,7.1563,0,51,0.0588,3,0,1,0,0,0,0,1,9,1,3,1,0,0,0.93,1,1,0,0,0,3.26,0.4973,6.0487,1,executable,MALICIOUS
12038,3.1695,0,35,0.0857,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0.11,0,0,0,0,0,1.0,0.0819,4.0558,0,document,CLEAN
59746,4.5482,0,23,0.087,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.05,0,0,0,0,0,1.0,0.1501,3.5535,0,media,CLEAN
70483,5.6872,0,35,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1,0,0,0,0,0,1.0,0.3157,3.1907,0,document,CLEAN
8119,5.8248,0,9,0.2222,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,1.0,0.052,2.554,0,media,CLEAN
106059,5.5051,0,24,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.15,0,0,0,0,0,1.0,0.3149,3.1334,0,document,CLEAN
38837,5.9927,0,10,0.2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1,0,0,0,0,0,1.0,0.0758,3.0029,0,document,CLEAN
16863,7.99,0,16,0.125,2,1,0,1,0,0,0,1,5,3,2,1,1,1,0.77,0,1,0,0,0,4.4,0.4813,6.3598,0,script,MALICIOUS
5754,5.2939,0,18,0.2222,4,0,0,0,1,0,0,0,2,2,0,0,0,1,0.43,1,0,0,0,0,1.87,0.2403,3.7996,0,document,SUSPICIOUS
3585,5.5051,0,22,0.2273,5,0,0,1,0,0,0,1,3,2,0,1,0,0,0.59,0,0,0,0,0,3.09,0.4337,5.1739,0,script,SUSPICIOUS
305,5.3626,0,12,0.1667,2,0,0,0,1,0,0,0,3,1,1,0,0,1,0.23,1,1,0,0,0,2.54,0.5367,5.657,0,document,SUSPICIOUS
286,5.0263,0,27,0.037,1,1,0,1,0,0,0,1,2,3,1,0,0,0,0.51,0,0,0,0,0,2.9,0.3923,5.2045,0,script,SUSPICIOUS
137287,3.1884,0,35,0.0857,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0.09,0,0,0,0,0,1.0,0.2753,4.1903,0,document,CLEAN
3890,6.1015,1,33,0.1212,4,0,1,0,0,0,1,1,12,2,4,1,0,1,0.53,0,1,0,0,0,2.87,0.7431,6.4902,1,executable,MALICIOUS
101939,6.8,0,19,0.0526,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.02,0,0,0,0,0,1.0,0.2782,2.6611,0,document,CLEAN
79151,4.884,0,30,0.1,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0.06,0,0,0,0,0,1.0,0.0804,3.9189,0,document,CLEAN
39594,5.5507,0,27,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.14,0,0,0,0,0,1.0,0.2908,4.6136,0,media,CLEAN
18625,4.3198,0,18,0.1111,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0.12,0,0,0,0,0,1.0,0.1802,2.8718,0,document,CLEAN
5392,5.8483,0,11,0.0909,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1,0,0,0,0,0,1.0,0.1055,4.0206,0,media,CLEAN
4960,7.2693,1,21,0.381,8,0,1,0,0,0,1,1,13,3,6,1,0,0,0.83,1,0,0,0,0,4.69,0.4172,5.5315,1,executable,MALICIOUS
87846,4.9847,0,14,0.1429,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,1.0,0.0852,3.0795,0,document,CLEAN
45489,6.6076,0,32,0.0938,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0.13,0,0,0,0,0,1.0,0.1084,4.141,0,document,CLEAN
7555,6.2563,0,17,0.4118,7,0,0,1,0,0,0,1,7,3,2,1,1,0,0.83,1,1,0,0,0,1.85,0.4408,4.8092,1,archive,MALICIOUS
465368,5.0262,0,21,0.0952,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0.11,0,0,0,0,0,1.0,0.3375,4.4951,0,media,CLEAN
14714,6.482,0,16,0.375,6,0,0,1,0,0,0,1,2,1,2,0,1,0,0.21,1,0,0,0,0,1.99,0.5409,4.3752,0,script,SUSPICIOUS
149,6.4164,0,13,0.2308,3,1,0,1,0,0,0,1,1,3,0,0,0,0,0.31,0,0,0,0,0,3.02,0.4856,5.841,0,script,SUSPICIOUS
2880,7.0268,1,14,0.2143,3,0,1,0,0,0,1,1,4,3,5,1,0,0,0.73,1,1,0,0,0,3.11,0.5964,6.1282,1,executable,MALICIOUS
20474,5.5377,0,29,0.0345,1,0,0,1,0,0,0,1,3,0,1,1,0,0,0.6,0,0,0,0,0,3.34,0.1747,5.6386,0,script,SUSPICIOUS
10359,5.1273,0,15,0.1333,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0.1,0,0,0,0,0,1.0,0.3104,4.8171,0,document,CLEAN
3046,4.5032,0,28,0.0714,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.07,0,0,0,0,0,1.0,0.2651,2.3541,0,document,CLEAN
38024,4.4375,0,31,0.0323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,1.0,0.1706,2.0646,0,document,CLEAN
18795,4.2911,0,13,0.2308,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0.04,0,0,0,0,0,1.0,0.188,3.8613,0,document,CLEAN
37942,5.2355,0,14,0.2143,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0.01,0,0,0,0,0,1.0,0.3104,3.3808,0,document,CLEAN
58879,3.8623,0,30,0.1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0.02,0,0,0,0,0,1.0,0.2088,2.0964,0,image,CLEAN
98318,3.8393,0,26,0.0385,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0.06,0,0,0,0,0,1.0,0.234,2.5333,0,document,CLEAN
145,5.3906,0,29,0.1724,5,0,0,1,0,0,0,1,2,2,1,0,1,0,0.57,0,0,0,0,0,2.64,0.2679,5.3964,0,script,SUSPICIOUS
10002,4.9903,0,20,0.1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,1.0,0.3015,4.733,0,document,CLEAN
11226,6.2714,0,28,0.0714,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,1.0,0.0553,4.8903,0,media,CLEAN
246442,6.8,0,32,0.0625,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,1.0,0.2113,3.1353,0,document,CLEAN
302541,3.7751,0,33,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.12,0,0,0,0,0,1.0,0.3489,4.9617,0,image,CLEAN
1231,5.7982,0,37,0.1351,5,0,0,1,0,0,0,1,3,0,0,0,1,0,0.46,0,0,0,0,0,2.55,0.3214,5.9628,0,script,SUSPICIOUS
793810,5.5125,0,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,1.0,0.1813,3.3183,0,document,CLEAN
1649,4.8934,0,18,0.0556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0.3408,2.6582,0,document,CLEAN
65149,6.1079,0,28,0.1071,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,1.0,0.1708,3.7821,0,document,CLEAN
162404,4.8077,0,16,0.1875,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0.03,0,0,0,0,0,1.0,0.1756,4.1018,0,document,CLEAN
214552,3.7433,0,31,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.08,0,0,0,0,0,1.0,0.2567,3.5477,0,document,CLEAN
154218,3.8367,0,10,0.0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.05,0,0,0,0,0,1.0,0.2554,4.5755,0,document,CLEAN
1655,6.6123,1,13,0.3077,4,0,1,0,0,0,0,1,9,5,5,1,1,0,0.62,1,0,0,0,0,1.84,0.7857,5.0496,1,executable,MALICIOUS
170532,7.5409,1,32,0.1562,5,1,0,1,0,0,1,1,4,7,5,1,0,0,0.94,0,0,0,0,0,3.01,0.4398,4.6844,0,script,MALICIOUS
148662,7.0484,1,20,0.2,4,0,1,0,0,0,0,1,11,7,4,1,1,0,0.76,1,1,0,0,0,2.13,0.6015,5.3889,1,executable,MALICIOUS
1038,4.5426,0,15,0.0667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.14,0,0,0,0,0,1.0,0.0563,4.0324,0,image,CLEAN
952285,5.8318,0,33,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.13,0,0,0,0,0,1.0,0.3303,4.3808,0,document,CLEAN
27529,5.3801,0,26,0.0385,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.01,0,0,0,0,0,1.0,0.1861,4.7942,0,document,CLEAN
22325,6.4618,0,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,1.0,0.2932,4.4802,0,document,CLEAN
461389,4.9746,0,26,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.12,0,0,0,0,0,1.0,0.085,4.2456,0,document,CLEAN
9019967,6.4262,0,9,0.2222,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.14,0,0,0,0,0,1.0,0.1717,3.3728,0,document,CLEAN
63294,3.0666,0,31,0.0645,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0.11,0,0,0,0,0,1.0,0.0609,3.3337,0,document,CLEAN
105286,4.9243,0,16,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04,0,0,0,0,0,1.0,0.2538,3.4122,0,image,CLEAN
362021,4.2135,0,25,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.07,0,0,0,0,0,1.0,0.1316,4.9649,0,document,CLEAN
21283,5.2278,0,33,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.07,0,0,0,0,0,1.0,0.3122,3.5692,0,document,CLEAN
218432,4.6398,0,33,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,1.0,0.1399,3.4747,0,media,CLEAN
2015,4.8839,0,32,0.1875,6,0,0,1,0,0,0,1,1,1,0,1,1,0,0.56,1,1,0,0,0,1.64,0.5149,4.973,0,script,SUSPICIOUS
127462,5.9312,0,18,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.02,0,0,0,0,0,1.0,0.327,2.2696,0,document,CLEAN
69656,5.2863,0,34,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08,0,0,0,0,0,1.0,0.1286,3.282,0,document,CLEAN
108772,3.6064,0,27,0.0741,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,1.0,0.1619,3.8132,0,image,CLEAN
4301,4.4408,0,18,0.1111,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.15,0,0,0,0,0,1.0,0.2009,2.025,0,document,CLEAN
353198,5.0099,0,29,0.1034,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,1.0,0.2494,3.2289,0,document,CLEAN
573818,2.9049,0,26,0.0385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,1.0,0.2053,3.2346,0,document,CLEAN
85768,4.3254,0,27,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.12,0,0,0,0,0,1.0,0.2404,3.2477,0,document,CLEAN
6679,7.2406,0,24,0.25,6,0,1,0,0,0,0,1,15,5,4,1,0,1,0.86,1,1,0,0,0,4.13,0.5089,6.6331,1,executable,MALICIOUS
4485,5.993,0,27,0.0741,2,0,0,0,1,0,0,0,3,0,1,0,0,1,0.57,1,0,0,0,0,3.33,0.3495,5.7761,0,document,SUSPICIOUS
1288706,4.4225,0,29,0.1034,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0.1,0,0,0,0,0,1.03,0.3405,3.0723,0,archive,CLEAN
52417,6.5526,0,9,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.14,0,0,0,0,0,1.0,0.1934,4.3175,0,media,CLEAN
2359447,4.5684,0,15,0.0667,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0.09,0,0,0,0,0,1.0,0.137,2.1173,0,document,CLEAN
10282,5.9603,0,18,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08,0,0,0,0,0,1.0,0.3326,4.3186,0,document,CLEAN
1510188,5.8318,0,15,0.1333,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.04,0,0,0,0,0,1.0,0.3313,2.5392,0,document,CLEAN
217815,5.6135,0,27,0.037,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0.03,0,0,0,0,0,1.0,0.2396,3.747,0,document,CLEAN
345718,5.0509,0,34,0.0588,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.03,0,0,0,0,0,1.0,0.191,4.6843,0,document,CLEAN
102795,5.4874,0,13,0.2308,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0.1532,2.2906,0,document,CLEAN
809185,4.8497,0,10,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.05,0,0,0,0,0,1.0,0.3161,4.3598,0,document,CLEAN
265933,4.1094,0,27,0.1111,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0.06,0,0,0,0,0,1.0,0.2648,3.2278,0,media,CLEAN
4473,5.7423,0,24,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.11,0,0,0,0,0,1.0,0.0768,3.5214,0,document,CLEAN
34806,4.388,0,31,0.0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,0,0,0,0,0,1.0,0.3247,2.2391,0,document,CLEAN
480017,6.0138,0,32,0.0938,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,1.0,0.2693,4.2045,0,document,CLEAN
546212,4.2808,0,12,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.06,0,0,0,0,0,1.0,0.2202,3.8153,0,document,CLEAN
5464,6.7391,1,41,0.1463,6,0,0,0,0,1,0,1,5,6,1,1,0,0,0.59,1,0,2,1,0,3.54,0.5499,6.1008,0,archive,MALICIOUS
17078,5.5084,0,11,0.0909,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0.03,0,0,0,0,0,1.0,0.1149,3.4526,0,document,CLEAN
11343,7.2906,1,23,0.1739,4,0,0,0,0,1,0,1,5,2,4,1,0,0,0.84,0,0,2,1,1,2.34,0.6744,7.278,1,archive,MALICIOUS
10008,3.7622,0,22,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.02,0,0,0,0,0,1.0,0.261,3.2694,0,document,CLEAN
346288,4.4872,0,13,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08,0,0,0,0,0,1.0,0.2153,2.3517,0,image,CLEAN
53598,5.9365,0,45,0.0444,2,1,0,0,0,1,0,0,4,0,1,0,0,0,0.23,1,0,0,0,0,3.24,0.1932,4.6332,0,archive,SUSPICIOUS
8103949,4.4934,0,15,0.0667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,1.0,0.0508,4.6816,0,document,CLEAN
2292,4.6468,0,25,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.05,0,0,0,0,0,1.0,0.2539,2.7647,0,document,CLEAN
50847,6.6427,0,27,0.2222,6,1,1,0,0,0,0,1,7,1,1,1,1,1,0.61,1,0,0,0,0,4.23,0.3686,5.5123,1,executable,MALICIOUS
594042,5.8146,0,25,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,1.0,0.1536,2.3194,0,image,CLEAN
11379,6.9213,1,26,0.0769,2,1,0,1,0,0,1,1,12,3,4,1,0,1,0.51,1,0,0,0,0,2.08,0.6283,5.7661,0,script,MALICIOUS
282131,5.4085,0,33,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04,0,0,0,0,0,1.0,0.1161,4.8456,0,document,CLEAN
437489,4.9422,0,34,0.0882,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0.03,0,0,0,0,0,1.0,0.154,4.6317,0,document,CLEAN
321582,5.4923,0,34,0.0882,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0.15,0,0,0,0,0,1.0,0.1061,4.7189,0,image,CLEAN
1000995,4.6879,0,31,0.0323,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.02,0,0,0,0,0,1.0,0.3166,4.343,0,document,CLEAN
4896,4.595,0,43,0.0465,2,0,0,0,1,0,0,0,3,1,0,0,0,1,0.55,0,0,0,0,0,3.38,0.1631,5.8372,0,document,SUSPICIOUS
234642,5.0015,0,26,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.03,0,0,0,0,0,1.0,0.2521,4.4018,0,document,CLEAN
85148,5.6881,0,17,0.1176,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0.08,0,0,0,0,0,1.0,0.2101,4.1713,0,document,CLEAN
24862,4.3849,0,34,0.0588,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0.01,0,0,0,0,0,1.0,0.2994,3.6112,0,document,CLEAN
275709,5.6714,0,29,0.0345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,1.0,0.2587,3.2922,0,document,CLEAN
3156242,4.5226,0,15,0.0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.14,0,0,0,0,0,1.0,0.3299,3.9723,0,document,CLEAN
23569,6.3718,0,32,0.0625,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0.12,0,0,0,0,0,1.0,0.2837,2.0981,0,media,CLEAN
114507,4.4676,0,25,0.08,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.07,0,0,0,0,0,1.0,0.2724,4.1238,0,image,CLEAN
181505,3.9067,0,25,0.12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,1.0,0.0586,2.4547,0,document,CLEAN
47009,4.3133,0,12,0.25,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0.2175,2.7645,0,document,CLEAN
3266506,5.1304,0,10,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,1.0,0.2919,4.6663,0,image,CLEAN
4770,6.5704,1,52,0.1538,8,0,1,0,0,0,1,1,9,3,1,0,0,1,0.97,1,0,0,0,0,2.38,0.5927,5.3554,1,executable,MALICIOUS
88149,4.3969,0,9,0.1111,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0.02,0,0,0,0,0,1.0,0.2321,2.6521,0,document,CLEAN
745,5.5797,0,29,0.2069,6,1,0,0,1,0,0,0,1,1,2,0,1,1,0.33,1,1,0,0,0,2.29,0.157,4.3206,0,document,SUSPICIOUS
20874,7.8787,0,32,0.0625,2,0,0,0,0,0,0,1,9,6,5,1,0,0,0.91,1,0,0,0,0,2.83,0.7793,4.5623,0,archive,MALICIOUS
